transcript_ID,gene_ID
FBtr0382442,FBgn0099379
FBtr0127084,FBgn0099380
FBtr0127085,FBgn0099381
FBtr0392713,FBgn0099383
FBtr0127088,FBgn0099384
FBtr0127089,FBgn0099385
FBtr0385375,FBgn0099386
FBtr0127091,FBgn0099387
FBtr0127092,FBgn0099388
FBtr0127093,FBgn0099389
FBtr0127094,FBgn0099390
FBtr0384813,FBgn0099390
FBtr0385740,FBgn0099390
FBtr0390066,FBgn0099390
FBtr0386865,FBgn0099391
FBtr0127096,FBgn0099392
FBtr0127097,FBgn0099393
FBtr0381276,FBgn0099393
FBtr0127098,FBgn0099394
FBtr0127100,FBgn0099396
FBtr0127101,FBgn0099397
FBtr0127102,FBgn0099398
FBtr0127103,FBgn0099399
FBtr0383963,FBgn0099399
FBtr0127104,FBgn0099400
FBtr0381087,FBgn0099400
FBtr0383326,FBgn0099400
FBtr0384489,FBgn0099400
FBtr0391898,FBgn0099400
FBtr0127105,FBgn0099401
FBtr0381274,FBgn0099402
FBtr0127107,FBgn0099403
FBtr0127108,FBgn0099404
FBtr0127109,FBgn0099405
FBtr0392174,FBgn0099405
FBtr0127110,FBgn0099406
FBtr0392761,FBgn0099406
FBtr0127111,FBgn0099407
FBtr0127112,FBgn0099408
FBtr0387548,FBgn0099409
FBtr0127114,FBgn0099410
FBtr0127115,FBgn0099411
FBtr0391224,FBgn0099411
FBtr0127116,FBgn0099412
FBtr0384172,FBgn0099412
FBtr0389020,FBgn0099413
FBtr0383480,FBgn0099414
FBtr0384811,FBgn0099414
FBtr0391499,FBgn0099414
FBtr0392276,FBgn0099414
FBtr0127120,FBgn0099416
FBtr0127121,FBgn0099417
FBtr0382882,FBgn0099417
FBtr0383299,FBgn0099417
FBtr0388548,FBgn0099417
FBtr0391061,FBgn0099417
FBtr0392831,FBgn0099417
FBtr0127122,FBgn0099418
FBtr0389319,FBgn0099418
FBtr0127123,FBgn0099419
FBtr0127124,FBgn0099420
FBtr0127125,FBgn0099421
FBtr0127126,FBgn0099422
FBtr0127127,FBgn0099423
FBtr0127128,FBgn0099424
FBtr0390286,FBgn0099424
FBtr0127129,FBgn0099425
FBtr0385890,FBgn0099426
FBtr0386254,FBgn0099427
FBtr0392612,FBgn0099428
FBtr0127133,FBgn0099429
FBtr0127134,FBgn0099430
FBtr0127135,FBgn0099431
FBtr0127136,FBgn0099432
FBtr0385229,FBgn0099433
FBtr0385735,FBgn0099433
FBtr0387142,FBgn0099433
FBtr0389867,FBgn0099433
FBtr0127138,FBgn0099434
FBtr0391815,FBgn0099435
FBtr0127140,FBgn0099436
FBtr0392033,FBgn0099436
FBtr0382770,FBgn0099437
FBtr0127142,FBgn0099438
FBtr0388648,FBgn0099439
FBtr0390267,FBgn0099439
FBtr0127144,FBgn0099440
FBtr0127145,FBgn0099441
FBtr0127146,FBgn0099442
FBtr0127147,FBgn0099443
FBtr0127148,FBgn0099444
FBtr0127149,FBgn0099445
FBtr0381563,FBgn0099445
FBtr0127150,FBgn0099446
FBtr0383490,FBgn0099446
FBtr0392273,FBgn0099446
FBtr0383045,FBgn0099447
FBtr0383408,FBgn0099448
FBtr0387488,FBgn0099448
FBtr0127153,FBgn0099449
FBtr0127154,FBgn0099450
FBtr0127155,FBgn0099451
FBtr0127156,FBgn0099452
FBtr0127157,FBgn0099453
FBtr0388617,FBgn0099454
FBtr0381369,FBgn0099455
FBtr0383042,FBgn0099455
FBtr0127160,FBgn0099456
FBtr0127161,FBgn0099457
FBtr0127162,FBgn0099458
FBtr0127163,FBgn0099459
FBtr0127164,FBgn0099460
FBtr0127165,FBgn0099461
FBtr0127166,FBgn0099462
FBtr0392156,FBgn0099463
FBtr0127168,FBgn0099464
FBtr0127169,FBgn0099465
FBtr0127170,FBgn0099466
FBtr0127172,FBgn0099468
FBtr0383435,FBgn0099469
FBtr0385751,FBgn0099470
FBtr0387640,FBgn0099470
FBtr0127175,FBgn0099471
FBtr0127176,FBgn0099472
FBtr0382565,FBgn0099473
FBtr0127178,FBgn0099474
FBtr0127179,FBgn0099475
FBtr0388779,FBgn0099475
FBtr0127180,FBgn0099476
FBtr0384338,FBgn0099476
FBtr0386549,FBgn0099477
FBtr0127182,FBgn0099478
FBtr0127183,FBgn0099479
FBtr0388555,FBgn0099480
FBtr0390300,FBgn0099481
FBtr0127186,FBgn0099482
FBtr0127187,FBgn0099483
FBtr0387399,FBgn0099484
FBtr0385637,FBgn0099485
FBtr0387138,FBgn0099485
FBtr0387252,FBgn0099485
FBtr0127190,FBgn0099486
FBtr0384170,FBgn0099487
FBtr0127193,FBgn0099489
FBtr0386428,FBgn0099490
FBtr0127196,FBgn0099492
FBtr0386817,FBgn0099493
FBtr0387823,FBgn0099494
FBtr0127200,FBgn0099496
FBtr0381201,FBgn0099497
FBtr0387872,FBgn0099498
FBtr0381924,FBgn0099499
FBtr0390444,FBgn0099499
FBtr0127204,FBgn0099500
FBtr0384007,FBgn0099501
FBtr0383892,FBgn0099503
FBtr0127208,FBgn0099504
FBtr0127209,FBgn0099505
FBtr0127211,FBgn0099507
FBtr0127212,FBgn0099508
FBtr0386424,FBgn0099508
FBtr0391900,FBgn0099508
FBtr0127216,FBgn0099511
FBtr0127218,FBgn0099512
FBtr0127220,FBgn0099514
FBtr0127221,FBgn0099515
FBtr0385983,FBgn0099515
FBtr0127222,FBgn0099516
FBtr0127223,FBgn0099517
FBtr0127225,FBgn0099519
FBtr0127226,FBgn0099520
FBtr0382773,FBgn0099521
FBtr0127228,FBgn0099522
FBtr0383476,FBgn0099523
FBtr0387638,FBgn0099523
FBtr0391412,FBgn0099523
FBtr0386128,FBgn0099525
FBtr0384766,FBgn0099527
FBtr0386998,FBgn0099528
FBtr0390843,FBgn0099528
FBtr0392804,FBgn0099528
FBtr0127235,FBgn0099529
FBtr0127236,FBgn0099530
FBtr0127237,FBgn0099531
FBtr0127238,FBgn0099532
FBtr0127240,FBgn0099534
FBtr0382419,FBgn0099535
FBtr0388094,FBgn0099535
FBtr0384042,FBgn0099537
FBtr0386122,FBgn0099539
FBtr0382561,FBgn0099540
FBtr0127247,FBgn0099541
FBtr0386160,FBgn0099541
FBtr0388158,FBgn0099541
FBtr0127248,FBgn0099542
FBtr0127249,FBgn0099543
FBtr0127250,FBgn0099544
FBtr0127251,FBgn0099545
FBtr0127252,FBgn0099546
FBtr0127253,FBgn0099547
FBtr0382813,FBgn0099548
FBtr0383927,FBgn0099548
FBtr0385600,FBgn0099548
FBtr0386259,FBgn0099548
FBtr0391018,FBgn0099548
FBtr0391672,FBgn0099548
FBtr0127255,FBgn0099549
FBtr0391012,FBgn0099549
FBtr0127256,FBgn0099550
FBtr0127257,FBgn0099551
FBtr0391838,FBgn0099551
FBtr0390923,FBgn0099552
FBtr0127259,FBgn0099553
FBtr0127260,FBgn0099554
FBtr0127261,FBgn0099555
FBtr0127262,FBgn0099556
FBtr0381116,FBgn0099557
FBtr0386756,FBgn0099557
FBtr0127264,FBgn0099558
FBtr0127265,FBgn0099559
FBtr0383644,FBgn0099560
FBtr0127267,FBgn0099561
FBtr0384630,FBgn0099562
FBtr0388340,FBgn0099562
FBtr0127270,FBgn0099564
FBtr0127271,FBgn0099565
FBtr0127272,FBgn0099566
FBtr0127273,FBgn0099567
FBtr0127274,FBgn0099568
FBtr0127276,FBgn0099570
FBtr0127277,FBgn0099571
FBtr0388984,FBgn0099571
FBtr0127278,FBgn0099572
FBtr0385203,FBgn0099573
FBtr0127280,FBgn0099574
FBtr0127281,FBgn0099575
FBtr0127282,FBgn0099576
FBtr0127283,FBgn0099577
FBtr0127284,FBgn0099578
FBtr0127285,FBgn0099579
FBtr0127286,FBgn0099580
FBtr0381892,FBgn0099581
FBtr0127288,FBgn0099582
FBtr0127289,FBgn0099583
FBtr0127291,FBgn0099585
FBtr0127292,FBgn0099586
FBtr0390996,FBgn0099586
FBtr0127293,FBgn0099587
FBtr0127294,FBgn0099588
FBtr0127295,FBgn0099589
FBtr0127297,FBgn0099591
FBtr0383964,FBgn0099591
FBtr0388535,FBgn0099591
FBtr0389275,FBgn0099591
FBtr0389664,FBgn0099591
FBtr0391303,FBgn0099591
FBtr0387200,FBgn0099593
FBtr0127300,FBgn0099594
FBtr0127301,FBgn0099595
FBtr0127302,FBgn0099596
FBtr0127303,FBgn0099597
FBtr0127304,FBgn0099598
FBtr0127305,FBgn0099599
FBtr0127306,FBgn0099600
FBtr0382620,FBgn0099600
FBtr0384467,FBgn0099600
FBtr0385293,FBgn0099600
FBtr0386840,FBgn0099600
FBtr0386951,FBgn0099600
FBtr0389211,FBgn0099600
FBtr0390892,FBgn0099600
FBtr0392505,FBgn0099600
FBtr0127307,FBgn0099601
FBtr0127308,FBgn0099602
FBtr0384438,FBgn0099602
FBtr0127309,FBgn0099603
FBtr0387359,FBgn0099604
FBtr0127312,FBgn0099606
FBtr0383761,FBgn0099607
FBtr0127314,FBgn0099608
FBtr0127315,FBgn0099609
FBtr0127316,FBgn0099610
FBtr0127318,FBgn0099612
FBtr0383437,FBgn0099612
FBtr0127319,FBgn0099613
FBtr0127320,FBgn0099614
FBtr0127321,FBgn0099615
FBtr0383144,FBgn0099616
FBtr0382832,FBgn0099617
FBtr0127324,FBgn0099618
FBtr0127325,FBgn0099619
FBtr0127326,FBgn0099620
FBtr0127327,FBgn0099621
FBtr0127328,FBgn0099622
FBtr0127330,FBgn0099624
FBtr0127331,FBgn0099625
FBtr0127332,FBgn0099626
FBtr0127333,FBgn0099627
FBtr0127334,FBgn0099628
FBtr0382146,FBgn0099630
FBtr0384354,FBgn0099630
FBtr0386555,FBgn0099630
FBtr0388786,FBgn0099630
FBtr0389849,FBgn0099630
FBtr0390217,FBgn0099630
FBtr0392143,FBgn0099630
FBtr0127337,FBgn0099631
FBtr0382757,FBgn0099631
FBtr0381240,FBgn0099633
FBtr0382586,FBgn0099634
FBtr0127342,FBgn0099636
FBtr0127343,FBgn0099637
FBtr0127344,FBgn0099638
FBtr0127345,FBgn0099639
FBtr0381959,FBgn0099639
FBtr0127346,FBgn0099640
FBtr0388997,FBgn0099643
FBtr0387836,FBgn0099644
FBtr0127351,FBgn0099645
FBtr0127352,FBgn0099646
FBtr0382965,FBgn0099646
FBtr0127353,FBgn0099647
FBtr0382941,FBgn0099648
FBtr0385624,FBgn0099648
FBtr0390155,FBgn0099648
FBtr0392557,FBgn0099648
FBtr0127356,FBgn0099650
FBtr0390434,FBgn0099651
FBtr0127358,FBgn0099652
FBtr0387724,FBgn0099654
FBtr0127361,FBgn0099655
FBtr0127362,FBgn0099656
FBtr0127363,FBgn0099657
FBtr0127365,FBgn0099659
FBtr0387055,FBgn0099661
FBtr0382284,FBgn0099663
FBtr0384415,FBgn0099666
FBtr0127373,FBgn0099667
FBtr0384522,FBgn0099669
FBtr0127377,FBgn0099671
FBtr0127378,FBgn0099672
FBtr0127379,FBgn0099673
FBtr0386751,FBgn0099673
FBtr0127380,FBgn0099674
FBtr0127381,FBgn0099675
FBtr0127383,FBgn0099677
FBtr0127385,FBgn0099679
FBtr0127386,FBgn0099680
FBtr0127388,FBgn0099682
FBtr0381040,FBgn0099682
FBtr0387582,FBgn0099683
FBtr0127395,FBgn0099689
FBtr0127396,FBgn0099690
FBtr0127397,FBgn0099691
FBtr0381897,FBgn0099693
FBtr0127400,FBgn0099694
FBtr0385015,FBgn0099695
FBtr0127403,FBgn0099697
FBtr0127406,FBgn0099700
FBtr0127408,FBgn0099702
FBtr0381065,FBgn0099703
FBtr0391743,FBgn0099703
FBtr0127411,FBgn0099705
FBtr0127412,FBgn0099706
FBtr0384048,FBgn0099706
FBtr0390897,FBgn0099706
FBtr0392546,FBgn0099706
FBtr0382710,FBgn0099707
FBtr0386935,FBgn0099707
FBtr0127415,FBgn0099709
FBtr0127416,FBgn0099710
FBtr0127418,FBgn0099712
FBtr0127419,FBgn0099713
FBtr0383663,FBgn0099713
FBtr0390703,FBgn0099713
FBtr0127420,FBgn0099714
FBtr0384671,FBgn0099714
FBtr0385498,FBgn0099714
FBtr0386002,FBgn0099714
FBtr0386763,FBgn0099714
FBtr0127422,FBgn0099716
FBtr0127423,FBgn0099717
FBtr0127424,FBgn0099718
FBtr0382807,FBgn0099718
FBtr0383185,FBgn0099718
FBtr0385461,FBgn0099718
FBtr0387426,FBgn0099718
FBtr0387610,FBgn0099718
FBtr0392233,FBgn0099718
FBtr0392732,FBgn0099718
FBtr0127425,FBgn0099719
FBtr0127428,FBgn0099722
FBtr0386845,FBgn0099723
FBtr0389469,FBgn0099723
FBtr0391192,FBgn0099723
FBtr0391951,FBgn0099723
FBtr0127430,FBgn0099724
FBtr0382692,FBgn0099724
FBtr0391142,FBgn0099725
FBtr0127432,FBgn0099726
FBtr0382133,FBgn0099726
FBtr0386945,FBgn0099726
FBtr0127433,FBgn0099727
FBtr0127434,FBgn0099728
FBtr0388475,FBgn0099728
FBtr0391278,FBgn0099728
FBtr0127435,FBgn0099729
FBtr0127436,FBgn0099730
FBtr0383221,FBgn0099731
FBtr0385815,FBgn0099731
FBtr0127438,FBgn0099732
FBtr0382927,FBgn0099733
FBtr0127440,FBgn0099734
FBtr0385625,FBgn0099737
FBtr0127444,FBgn0099738
FBtr0127445,FBgn0099739
FBtr0384623,FBgn0099739
FBtr0392282,FBgn0099739
FBtr0127446,FBgn0099740
FBtr0383366,FBgn0099744
FBtr0127451,FBgn0099745
FBtr0386495,FBgn0099748
FBtr0127455,FBgn0099749
FBtr0385958,FBgn0099749
FBtr0389242,FBgn0099749
FBtr0127456,FBgn0099750
FBtr0386434,FBgn0099750
FBtr0387735,FBgn0099750
FBtr0387840,FBgn0099750
FBtr0127457,FBgn0099751
FBtr0127459,FBgn0099753
FBtr0390093,FBgn0099753
FBtr0388959,FBgn0099754
FBtr0127461,FBgn0099755
FBtr0387762,FBgn0099755
FBtr0127465,FBgn0099759
FBtr0127469,FBgn0099763
FBtr0127470,FBgn0099764
FBtr0387061,FBgn0099765
FBtr0127472,FBgn0099766
FBtr0381838,FBgn0099766
FBtr0391316,FBgn0099766
FBtr0392619,FBgn0099766
FBtr0392707,FBgn0099766
FBtr0382023,FBgn0099771
FBtr0384929,FBgn0099771
FBtr0127479,FBgn0099773
FBtr0127480,FBgn0099774
FBtr0381591,FBgn0099776
FBtr0384602,FBgn0099776
FBtr0388201,FBgn0099777
FBtr0127484,FBgn0099778
FBtr0386395,FBgn0099778
FBtr0127486,FBgn0099780
FBtr0127487,FBgn0099781
FBtr0390840,FBgn0099782
FBtr0127489,FBgn0099783
FBtr0392457,FBgn0099785
FBtr0384005,FBgn0099786
FBtr0127493,FBgn0099787
FBtr0127494,FBgn0099788
FBtr0127496,FBgn0099790
FBtr0386846,FBgn0099792
FBtr0127499,FBgn0099793
FBtr0127501,FBgn0099795
FBtr0384312,FBgn0099795
FBtr0387605,FBgn0099795
FBtr0127503,FBgn0099797
FBtr0390094,FBgn0099797
FBtr0127505,FBgn0099799
FBtr0127506,FBgn0099800
FBtr0127509,FBgn0099803
FBtr0127510,FBgn0099804
FBtr0127512,FBgn0099806
FBtr0127514,FBgn0099808
FBtr0383928,FBgn0099810
FBtr0389915,FBgn0099810
FBtr0391734,FBgn0099810
FBtr0392595,FBgn0099810
FBtr0127518,FBgn0099812
FBtr0387995,FBgn0099817
FBtr0389439,FBgn0099817
FBtr0127525,FBgn0099819
FBtr0381693,FBgn0099819
FBtr0381880,FBgn0099819
FBtr0382085,FBgn0099819
FBtr0384058,FBgn0099819
FBtr0385687,FBgn0099819
FBtr0388667,FBgn0099819
FBtr0388713,FBgn0099819
FBtr0389048,FBgn0099819
FBtr0391745,FBgn0099819
FBtr0392122,FBgn0099819
FBtr0392639,FBgn0099819
FBtr0127526,FBgn0099820
FBtr0127527,FBgn0099821
FBtr0390442,FBgn0099822
FBtr0386336,FBgn0099824
FBtr0127531,FBgn0099825
FBtr0385570,FBgn0099825
FBtr0127533,FBgn0099827
FBtr0127534,FBgn0099828
FBtr0386367,FBgn0099829
FBtr0127536,FBgn0099830
FBtr0127537,FBgn0099831
FBtr0127538,FBgn0099832
FBtr0386304,FBgn0099832
FBtr0127540,FBgn0099834
FBtr0381248,FBgn0099834
FBtr0381476,FBgn0099834
FBtr0391300,FBgn0099834
FBtr0127541,FBgn0099835
FBtr0127542,FBgn0099836
FBtr0127546,FBgn0099840
FBtr0381186,FBgn0099840
FBtr0127550,FBgn0099844
FBtr0127551,FBgn0099845
FBtr0385201,FBgn0099847
FBtr0127554,FBgn0099848
FBtr0127555,FBgn0099849
FBtr0127556,FBgn0099850
FBtr0127557,FBgn0099851
FBtr0127558,FBgn0099852
FBtr0127559,FBgn0099853
FBtr0127560,FBgn0099854
FBtr0127561,FBgn0099855
FBtr0127562,FBgn0099856
FBtr0127563,FBgn0099857
FBtr0385432,FBgn0099858
FBtr0127565,FBgn0099859
FBtr0127566,FBgn0099860
FBtr0127567,FBgn0099861
FBtr0384500,FBgn0099861
FBtr0384569,FBgn0099861
FBtr0388709,FBgn0099861
FBtr0127568,FBgn0099862
FBtr0127569,FBgn0099863
FBtr0127570,FBgn0099864
FBtr0127571,FBgn0099865
FBtr0127572,FBgn0099866
FBtr0127573,FBgn0099867
FBtr0127574,FBgn0099868
FBtr0384839,FBgn0099868
FBtr0127575,FBgn0099869
FBtr0383746,FBgn0099869
FBtr0127576,FBgn0099870
FBtr0127577,FBgn0099871
FBtr0391793,FBgn0099872
FBtr0127579,FBgn0099873
FBtr0127580,FBgn0099874
FBtr0127581,FBgn0099875
FBtr0127584,FBgn0099878
FBtr0391301,FBgn0099878
FBtr0127585,FBgn0099879
FBtr0127586,FBgn0099880
FBtr0127587,FBgn0099881
FBtr0127589,FBgn0099883
FBtr0127590,FBgn0099884
FBtr0388391,FBgn0099884
FBtr0389539,FBgn0099887
FBtr0392795,FBgn0099887
FBtr0127594,FBgn0099888
FBtr0127595,FBgn0099889
FBtr0127596,FBgn0099890
FBtr0127597,FBgn0099891
FBtr0127598,FBgn0099892
FBtr0127599,FBgn0099893
FBtr0388894,FBgn0099895
FBtr0127602,FBgn0099896
FBtr0127603,FBgn0099897
FBtr0390849,FBgn0099897
FBtr0127604,FBgn0099898
FBtr0381068,FBgn0099898
FBtr0127605,FBgn0099899
FBtr0384330,FBgn0099900
FBtr0127607,FBgn0099901
FBtr0127608,FBgn0099902
FBtr0127609,FBgn0099903
FBtr0392669,FBgn0099903
FBtr0127612,FBgn0099906
FBtr0383034,FBgn0099906
FBtr0387670,FBgn0099906
FBtr0388461,FBgn0099906
FBtr0388791,FBgn0099906
FBtr0390595,FBgn0099906
FBtr0127613,FBgn0099907
FBtr0389312,FBgn0099908
FBtr0127616,FBgn0099910
FBtr0127618,FBgn0099912
FBtr0127619,FBgn0099913
FBtr0385167,FBgn0099914
FBtr0127621,FBgn0099915
FBtr0127622,FBgn0099916
FBtr0127624,FBgn0099918
FBtr0382402,FBgn0099919
FBtr0384008,FBgn0099919
FBtr0386066,FBgn0099919
FBtr0387084,FBgn0099919
FBtr0127626,FBgn0099920
FBtr0385567,FBgn0099920
FBtr0127627,FBgn0099921
FBtr0127628,FBgn0099922
FBtr0127629,FBgn0099923
FBtr0127630,FBgn0099924
FBtr0382149,FBgn0099925
FBtr0383900,FBgn0099927
FBtr0127634,FBgn0099928
FBtr0381239,FBgn0099928
FBtr0383140,FBgn0099928
FBtr0385074,FBgn0099928
FBtr0127635,FBgn0099929
FBtr0127636,FBgn0099930
FBtr0127637,FBgn0099931
FBtr0127638,FBgn0099932
FBtr0127639,FBgn0099933
FBtr0127640,FBgn0099934
FBtr0389527,FBgn0099934
FBtr0392286,FBgn0099934
FBtr0127641,FBgn0099935
FBtr0381769,FBgn0099936
FBtr0381233,FBgn0099937
FBtr0127644,FBgn0099938
FBtr0127645,FBgn0099939
FBtr0383557,FBgn0099940
FBtr0127648,FBgn0099942
FBtr0127649,FBgn0099943
FBtr0127650,FBgn0099944
FBtr0127652,FBgn0099946
FBtr0389498,FBgn0099947
FBtr0127654,FBgn0099948
FBtr0127655,FBgn0099949
FBtr0127656,FBgn0099950
FBtr0381400,FBgn0099950
FBtr0381492,FBgn0099950
FBtr0382714,FBgn0099950
FBtr0383992,FBgn0099950
FBtr0384321,FBgn0099950
FBtr0384491,FBgn0099950
FBtr0384900,FBgn0099950
FBtr0386273,FBgn0099950
FBtr0387001,FBgn0099950
FBtr0387522,FBgn0099950
FBtr0389163,FBgn0099950
FBtr0389473,FBgn0099950
FBtr0389035,FBgn0099952
FBtr0127659,FBgn0099953
FBtr0127660,FBgn0099954
FBtr0127661,FBgn0099955
FBtr0127662,FBgn0099956
FBtr0382095,FBgn0099956
FBtr0387251,FBgn0099956
FBtr0391013,FBgn0099956
FBtr0127663,FBgn0099957
FBtr0127664,FBgn0099958
FBtr0127665,FBgn0099959
FBtr0127666,FBgn0099960
FBtr0385191,FBgn0099960
FBtr0383582,FBgn0099961
FBtr0127668,FBgn0099962
FBtr0386292,FBgn0099962
FBtr0127670,FBgn0099964
FBtr0127671,FBgn0099965
FBtr0127672,FBgn0099966
FBtr0386529,FBgn0099966
FBtr0389928,FBgn0099966
FBtr0390878,FBgn0099966
FBtr0387394,FBgn0099968
FBtr0127675,FBgn0099969
FBtr0127676,FBgn0099970
FBtr0384420,FBgn0099970
FBtr0127677,FBgn0099971
FBtr0383556,FBgn0099972
FBtr0385507,FBgn0099972
FBtr0127679,FBgn0099973
FBtr0384176,FBgn0099973
FBtr0384497,FBgn0099973
FBtr0387505,FBgn0099973
FBtr0127681,FBgn0099975
FBtr0127682,FBgn0099976
FBtr0392806,FBgn0099976
FBtr0127683,FBgn0099977
FBtr0127685,FBgn0099979
FBtr0127686,FBgn0099980
FBtr0127687,FBgn0099981
FBtr0388056,FBgn0099981
FBtr0127689,FBgn0099983
FBtr0127690,FBgn0099984
FBtr0387524,FBgn0099984
FBtr0127691,FBgn0099985
FBtr0382673,FBgn0099985
FBtr0127692,FBgn0099986
FBtr0127693,FBgn0099987
FBtr0127694,FBgn0099988
FBtr0127695,FBgn0099989
FBtr0127696,FBgn0099990
FBtr0127697,FBgn0099991
FBtr0392078,FBgn0099992
FBtr0127699,FBgn0099993
FBtr0127700,FBgn0099994
FBtr0392615,FBgn0099994
FBtr0127701,FBgn0099995
FBtr0387637,FBgn0099996
FBtr0382457,FBgn0099997
FBtr0384541,FBgn0099997
FBtr0127704,FBgn0099998
FBtr0127705,FBgn0099999
FBtr0127706,FBgn0100000
FBtr0388795,FBgn0100001
FBtr0127708,FBgn0100002
FBtr0127709,FBgn0100003
FBtr0127710,FBgn0100004
FBtr0389670,FBgn0100004
FBtr0127711,FBgn0100005
FBtr0392274,FBgn0100005
FBtr0127712,FBgn0100006
FBtr0127713,FBgn0100007
FBtr0127714,FBgn0100008
FBtr0127716,FBgn0100010
FBtr0127717,FBgn0100011
FBtr0127718,FBgn0100012
FBtr0382993,FBgn0100012
FBtr0383378,FBgn0100012
FBtr0389451,FBgn0100012
FBtr0127719,FBgn0100013
FBtr0127720,FBgn0100014
FBtr0127721,FBgn0100015
FBtr0387070,FBgn0100015
FBtr0382118,FBgn0100016
FBtr0382747,FBgn0100016
FBtr0383207,FBgn0100016
FBtr0383735,FBgn0100016
FBtr0384284,FBgn0100016
FBtr0387265,FBgn0100016
FBtr0390610,FBgn0100016
FBtr0127725,FBgn0100019
FBtr0390422,FBgn0100020
FBtr0127727,FBgn0100021
FBtr0127728,FBgn0100022
FBtr0388060,FBgn0100023
FBtr0390031,FBgn0100023
FBtr0390898,FBgn0100023
FBtr0127730,FBgn0100024
FBtr0127731,FBgn0100025
FBtr0127732,FBgn0100026
FBtr0127734,FBgn0100028
FBtr0127735,FBgn0100029
FBtr0381249,FBgn0100029
FBtr0127736,FBgn0100030
FBtr0127737,FBgn0100031
FBtr0384603,FBgn0100032
FBtr0127739,FBgn0100033
FBtr0382408,FBgn0100033
FBtr0127740,FBgn0100034
FBtr0127741,FBgn0100035
FBtr0383426,FBgn0100035
FBtr0127742,FBgn0100036
FBtr0392025,FBgn0100036
FBtr0127743,FBgn0100037
FBtr0388871,FBgn0100038
FBtr0127745,FBgn0100039
FBtr0381449,FBgn0100040
FBtr0381703,FBgn0100041
FBtr0390536,FBgn0100041
FBtr0381176,FBgn0100042
FBtr0127749,FBgn0100043
FBtr0127750,FBgn0100044
FBtr0127751,FBgn0100045
FBtr0127752,FBgn0100046
FBtr0127753,FBgn0100047
FBtr0127754,FBgn0100048
FBtr0383337,FBgn0100048
FBtr0127755,FBgn0100049
FBtr0382173,FBgn0100049
FBtr0386034,FBgn0100049
FBtr0386631,FBgn0100049
FBtr0127756,FBgn0100050
FBtr0127757,FBgn0100051
FBtr0127758,FBgn0100052
FBtr0390835,FBgn0100052
FBtr0127759,FBgn0100053
FBtr0127760,FBgn0100054
FBtr0386663,FBgn0100055
FBtr0387175,FBgn0100055
FBtr0388268,FBgn0100055
FBtr0127762,FBgn0100056
FBtr0384426,FBgn0100056
FBtr0127763,FBgn0100057
FBtr0127764,FBgn0100058
FBtr0127765,FBgn0100059
FBtr0127766,FBgn0100060
FBtr0127767,FBgn0100061
FBtr0127768,FBgn0100062
FBtr0127769,FBgn0100063
FBtr0391221,FBgn0100063
FBtr0127770,FBgn0100064
FBtr0127771,FBgn0100065
FBtr0127772,FBgn0100066
FBtr0391955,FBgn0100066
FBtr0127773,FBgn0100067
FBtr0381631,FBgn0100067
FBtr0382707,FBgn0100067
FBtr0388413,FBgn0100067
FBtr0127774,FBgn0100068
FBtr0127775,FBgn0100069
FBtr0384414,FBgn0100070
FBtr0127777,FBgn0100071
FBtr0127778,FBgn0100072
FBtr0127779,FBgn0100073
FBtr0386760,FBgn0100074
FBtr0127781,FBgn0100075
FBtr0390805,FBgn0100076
FBtr0127783,FBgn0100077
FBtr0388494,FBgn0100077
FBtr0391237,FBgn0100077
FBtr0127784,FBgn0100078
FBtr0127785,FBgn0100079
FBtr0127786,FBgn0100080
FBtr0127788,FBgn0100082
FBtr0381767,FBgn0100082
FBtr0383531,FBgn0100082
FBtr0381872,FBgn0100084
FBtr0127796,FBgn0100090
FBtr0127797,FBgn0100091
FBtr0127799,FBgn0100093
FBtr0383390,FBgn0100093
FBtr0127800,FBgn0100094
FBtr0127801,FBgn0100095
FBtr0127802,FBgn0100096
FBtr0127803,FBgn0100097
FBtr0387938,FBgn0100097
FBtr0389723,FBgn0100097
FBtr0127804,FBgn0100098
FBtr0127806,FBgn0100100
FBtr0390437,FBgn0100101
FBtr0127809,FBgn0100103
FBtr0385733,FBgn0100103
FBtr0127810,FBgn0100104
FBtr0387664,FBgn0100104
FBtr0127813,FBgn0100107
FBtr0127817,FBgn0100111
FBtr0127820,FBgn0100114
FBtr0127821,FBgn0100115
FBtr0127823,FBgn0100117
FBtr0127824,FBgn0100118
FBtr0127828,FBgn0100122
FBtr0127829,FBgn0100123
FBtr0127833,FBgn0100127
FBtr0389406,FBgn0100128
FBtr0381511,FBgn0100129
FBtr0383683,FBgn0100129
FBtr0386494,FBgn0100129
FBtr0386616,FBgn0100129
FBtr0389383,FBgn0100129
FBtr0127836,FBgn0100130
FBtr0391109,FBgn0100130
FBtr0127838,FBgn0100132
FBtr0383357,FBgn0100135
FBtr0384514,FBgn0100135
FBtr0386762,FBgn0100135
FBtr0388014,FBgn0100135
FBtr0389177,FBgn0100135
FBtr0391958,FBgn0100135
FBtr0127842,FBgn0100136
FBtr0127843,FBgn0100137
FBtr0127844,FBgn0100138
FBtr0127845,FBgn0100139
FBtr0127846,FBgn0100140
FBtr0127847,FBgn0100141
FBtr0127848,FBgn0100142
FBtr0382609,FBgn0100144
FBtr0385909,FBgn0100144
FBtr0391393,FBgn0100144
FBtr0127851,FBgn0100145
FBtr0127852,FBgn0100146
